player_id;player_name;Conteggio
1232057;Paco Cortés;2
111275;Philipp Max;4
120205;Michael Gregoritsch;13
538971;Naouirou Ahamada;6
882710;Ramón Martínez;2
217886;Óscar Romero;5
485592;Max de Waal;1
612826;Silas;4
843595;Max Alleyne;2
942497;Jahmai Simpson-Pusey;1
967148;Naïm Byar;2
1118347;Juan Arizala;1
131506;Samu Saiz;6
202278;Flavien Tait;4
522784;Taty Castellanos;3
954135;Berat Eskin;1
304144;Alen Sherri;3
790733;Emil Gazdov;1
1045762;Jordi Paulina;1
1355285;Arthur Borghi;1
1497653;Bara Sapoko Ndiaye;1
52570;Fraser Forster;12
82873;Pascal Groß;4
242284;Ethan Horvath;5
288340;Phillip Tietz;6
470607;Brennan Johnson;4
743951;Thiago Borbas;1
799993;Ayoube Amaimouni-Echghouyab;1
817665;Pablo;1
971663;Jeremy Arévalo;1
55494;Johnny Russell;2
94030;Denis Thomalla;7
105497;Irakliy Chezhia;1
111082;Javier Aquino;4
113707;Rémy Cabella;12
141660;Jesse Lingard;9
158104;Nick Marsman;2
171159;Leo Stulac;7
198053;Lazar Rosic;1
211325;Badou Ndiaye;6
